;Identificador do acidente;Data;Dia da semana;Horário;Estado;BR;km;Município;Causa do acidente;Tipo do acidente;Gravidade do acidente;Fase do dia;Sentido da via;Condição do tempo;Tipo de pista;Traçado da via;uso_solo;Número de passageiros;Número de cavaleiro;Número de condutor;Número de pedestre
13553;587625;2024-03-16;sábado;08:30:00;SP;116.0;96.1;PINDAMONHANGABA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
13562;587635;2024-03-16;sábado;09:00:00;SP;116.0;224.4;GUARULHOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Rural;0;0;2;0
13590;587665;2024-03-16;sábado;12:50:00;SP;116.0;115.0;TAUBATE;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
13598;587674;2024-03-16;sábado;13:50:00;SP;153.0;119.0;UBARANA;Ausência de reação do condutor;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Reta;Rural;3;0;4;0
13684;587766;2024-03-17;domingo;02:00:00;SP;116.0;216.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Múltipla;Reta;Urbano;1;0;1;0
13750;587841;2024-03-17;domingo;12:15:00;SP;116.0;445.0;REGISTRO;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;"Reta;Interseção de Vias";Urbano;0;0;2;0
13754;587845;2024-03-17;domingo;12:15:00;SP;;;UBATUBA;Frear bruscamente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Não Informado;Ensolarado;Simples;Interseção de Vias;Urbano;1;0;2;0
13765;587857;2024-03-17;domingo;11:00:00;SP;459.0;2.5;PIQUETE;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Curva;Rural;0;0;1;0
13780;587873;2024-03-17;domingo;15:30:00;SP;116.0;282.0;EMBU DAS ARTES;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Retorno Regulamentado;Urbano;2;0;2;0
13782;587875;2024-03-17;domingo;15:40:00;SP;116.0;227.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Reta;Rural;0;0;2;0
13784;587877;2024-03-17;domingo;16:00:00;SP;116.0;372.0;MIRACATU;Velocidade Incompatível;Tombamento;Com Vítimas Fatais;Pleno dia;Decrescente;Chuvoso;Dupla;Reta;Urbano;1;0;2;0
13789;587882;2024-03-17;domingo;15:51:00;SP;116.0;225.0;GUARULHOS;Ultrapassagem Indevida;Eventos atípicos;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
13795;587889;2024-03-17;domingo;16:44:00;SP;116.0;207.0;GUARULHOS;Ausência de reação do condutor;Eventos atípicos;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Urbano;0;0;1;0
13814;587910;2024-03-17;domingo;17:00:00;SP;116.0;515.0;CAJATI;Velocidade Incompatível;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;"Curva;Declive";Rural;1;0;1;0
13818;587915;2024-03-17;domingo;17:55:00;SP;153.0;1.8;ICEM;Ingestão de álcool pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Anoitecer;Crescente;Ensolarado;Simples;"Reta;Declive";Rural;3;0;1;0
13822;587920;2024-03-17;domingo;18:13:00;SP;116.0;104.0;TAUBATE;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Rural;1;0;2;0
13846;587944;2024-03-17;domingo;20:06:00;SP;116.0;206.0;GUARULHOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
13880;587980;2024-03-17;domingo;22:40:00;SP;116.0;117.0;TAUBATE;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
13881;587981;2024-03-17;domingo;22:10:00;SP;116.0;283.0;EMBU DAS ARTES;Carga excessiva e/ou mal acondicionada;Derramamento de carga;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
13889;587989;2024-03-17;domingo;18:00:00;SP;116.0;508.0;CAJATI;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Anoitecer;Decrescente;Chuvoso;Simples;"Curva;Declive";Rural;0;0;1;0
13908;588008;2024-03-18;segunda-feira;03:20:00;SP;116.0;228.0;SAO PAULO;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Múltipla;Aclive;Urbano;0;0;2;0
13928;588052;2024-03-18;segunda-feira;07:10:00;SP;116.0;218.0;GUARULHOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Rural;1;0;2;0
13933;588057;2024-03-18;segunda-feira;08:10:00;SP;153.0;61.7;SAO JOSE DO RIO PRETO;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
13945;588071;2024-03-18;segunda-feira;09:07:00;SP;381.0;24.9;BRAGANCA PAULISTA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Dupla;"Reta;Declive";Urbano;0;0;1;0
14019;588176;2024-03-18;segunda-feira;15:40:00;SP;116.0;166.0;JACAREI;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Dupla;Declive;Urbano;0;0;2;0
14030;588188;2024-03-18;segunda-feira;16:46:00;SP;116.0;288.0;ITAPECERICA DA SERRA;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;Reta;Rural;0;0;2;0
14043;588201;2024-03-18;segunda-feira;18:05:00;SP;116.0;220.0;GUARULHOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Anoitecer;Crescente;Chuvoso;Múltipla;Reta;Urbano;0;0;2;0
14064;588225;2024-03-18;segunda-feira;17:10:00;SP;158.0;7.0;PAULICEIA;Retorno proibido;Colisão transversal;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Simples;Reta;Rural;0;0;2;0
14073;588239;2024-03-18;segunda-feira;20:30:00;SP;116.0;123.0;CACAPAVA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Chuvoso;Dupla;Reta;Rural;0;0;2;0
14086;588253;2024-03-18;segunda-feira;22:05:00;SP;116.0;221.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Vento;Múltipla;Reta;Urbano;1;0;2;0
14099;588266;2024-03-19;terça-feira;00:50:00;SP;153.0;100.0;JOSE BONIFACIO;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Amanhecer;Decrescente;Nublado;Dupla;"Curva;Declive";Rural;0;0;1;0
14120;588288;2024-03-19;terça-feira;07:30:00;SP;116.0;319.0;JUQUITIBA;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
14145;588321;2024-03-19;terça-feira;09:00:00;SP;488.0;0.0;APARECIDA;Problema com o freio;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Simples;Interseção de Vias;Rural;1;0;2;0
14149;588325;2024-03-19;terça-feira;11:35:00;SP;116.0;229.0;SAO PAULO;Ausência de reação do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Urbano;0;0;3;0
14155;588333;2024-03-19;terça-feira;12:25:00;SP;116.0;165.0;JACAREI;Mal súbito do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Declive;Rural;1;0;1;0
14165;588344;2024-03-19;terça-feira;02:45:00;SP;116.0;486.0;CAJATI;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
14166;588345;2024-03-19;terça-feira;13:50:00;SP;116.0;287.5;ITAPECERICA DA SERRA;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
14188;588372;2024-03-19;terça-feira;16:40:00;SP;116.0;226.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Em Obras;Urbano;1;0;1;0
14190;588374;2024-03-19;terça-feira;16:00:00;SP;381.0;74.0;SAO PAULO;Curva acentuada;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Dupla;Curva;Rural;0;0;1;0
14202;588390;2024-03-19;terça-feira;17:15:00;SP;381.0;86.0;SAO PAULO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Curva;Urbano;1;0;2;0
14216;588405;2024-03-19;terça-feira;18:30:00;SP;116.0;74.4;APARECIDA;Objeto estático sobre o leito carroçável;Colisão com objeto;Com Vítimas Feridas;Anoitecer;Decrescente;Nublado;Dupla;Reta;Rural;0;0;2;0
14242;588435;2024-03-19;terça-feira;19:00:00;SP;116.0;565.0;BARRA DO TURVO;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Anoitecer;Crescente;Chuvoso;Simples;Curva;Rural;1;0;1;0
14266;588463;2024-03-20;quarta-feira;02:15:00;SP;116.0;114.0;TAUBATE;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
14271;588468;2024-03-20;quarta-feira;03:30:00;SP;116.0;122.1;CACAPAVA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
14298;588499;2024-03-20;quarta-feira;07:50:00;SP;116.0;74.8;APARECIDA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Retorno Regulamentado;Urbano;0;0;2;0
14346;588552;2024-03-20;quarta-feira;12:30:00;SP;381.0;88.9;GUARULHOS;Acesso irregular;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Urbano;0;0;2;0
14355;588563;2024-03-20;quarta-feira;14:10:00;SP;116.0;47.0;CANAS;Reação tardia ou ineficiente do condutor;Engavetamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;"Reta;Em Obras";Rural;0;0;3;0
14387;588628;2024-03-20;quarta-feira;18:25:00;SP;116.0;441.0;REGISTRO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
14390;588632;2024-03-20;quarta-feira;17:00:00;SP;381.0;74.0;SAO PAULO;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;Declive;Rural;0;0;1;0
14400;588642;2024-03-20;quarta-feira;19:00:00;SP;116.0;229.0;SAO PAULO;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Múltipla;"Reta;Em Obras";Urbano;0;0;1;0
14414;588656;2024-03-20;quarta-feira;20:00:00;SP;116.0;314.0;SAO LOURENCO DA SERRA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
14442;588688;2024-03-20;quarta-feira;21:50:00;SP;116.0;308.0;SAO LOURENCO DA SERRA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sem Vítimas;Plena Noite;Crescente;Nublado;Simples;Rotatória;Urbano;0;0;2;0
14453;588700;2024-03-21;quinta-feira;02:00:00;SP;116.0;225.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
14459;588707;2024-03-21;quinta-feira;05:30:00;SP;116.0;230.0;SAO PAULO;Condutor Dormindo;Colisão traseira;Com Vítimas Fatais;Amanhecer;Crescente;Ensolarado;Múltipla;Reta;Urbano;1;0;3;0
14469;588718;2024-03-21;quinta-feira;07:15:00;SP;153.0;284.1;OCAUCU;Afundamento ou ondulação no pavimento;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;Reta;Rural;0;0;1;0
14474;588725;2024-03-21;quinta-feira;07:45:00;SP;101.0;52.0;UBATUBA;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;Rotatória;Urbano;0;0;2;0
14483;588737;2024-03-18;segunda-feira;06:30:00;SP;116.0;96.0;PINDAMONHANGABA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;1;0;1;0
14488;588742;2024-03-21;quinta-feira;08:10:00;SP;116.0;215.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
14491;588745;2024-03-21;quinta-feira;08:00:00;SP;116.0;138.0;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
14500;588754;2024-03-12;terça-feira;12:55:00;SP;381.0;88.0;GUARULHOS;Frear bruscamente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
14505;588760;2024-03-21;quinta-feira;09:40:00;SP;381.0;85.0;SAO PAULO;Ausência de reação do condutor;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Aclive;Urbano;0;0;5;0
14508;588764;2024-03-21;quinta-feira;10:40:00;SP;381.0;86.0;SAO PAULO;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
14516;588776;2024-02-02;sexta-feira;15:00:00;SP;381.0;87.0;SAO PAULO;Acumulo de óleo sobre o pavimento;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Múltipla;Reta;Urbano;0;0;2;0
14526;588787;2024-03-21;quinta-feira;13:03:00;SP;116.0;279.9;EMBU DAS ARTES;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
14529;588790;2024-03-21;quinta-feira;13:00:00;SP;116.0;210.0;GUARULHOS;Demais falhas mecânicas ou elétricas;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;"Aclive;Reta;Em Obras";Urbano;0;0;2;0
14541;588808;2024-03-21;quinta-feira;15:45:00;SP;153.0;87.5;MIRASSOL;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Reta;Rural;1;0;1;0
14546;588814;2024-03-21;quinta-feira;16:00:00;SP;153.0;72.8;SAO JOSE DO RIO PRETO;Acumulo de areia ou detritos sobre o pavimento;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;"Reta;Declive";Urbano;0;0;1;0
14564;588834;2024-03-21;quinta-feira;17:10:00;SP;116.0;166.0;JACAREI;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Curva;Rural;0;0;2;0
14581;588853;2024-03-21;quinta-feira;10:30:00;SP;116.0;151.0;SAO JOSE DOS CAMPOS;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
14597;588871;2024-03-21;quinta-feira;20:20:00;SP;116.0;465.0;PARIQUERA-ACU;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Rural;0;0;1;0
14601;588875;2024-03-21;quinta-feira;20:35:00;SP;153.0;180.6;LINS;Demais falhas mecânicas ou elétricas;Incêndio;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Curva;Rural;0;0;1;0
14602;588876;2024-03-21;quinta-feira;19:30:00;SP;116.0;107.0;TAUBATE;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;1;0
14614;588888;2024-03-21;quinta-feira;22:50:00;SP;116.0;306.5;SAO LOURENCO DA SERRA;Reação tardia ou ineficiente do condutor;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Chuvoso;Dupla;Curva;Rural;0;0;2;1
14640;588918;2024-03-22;sexta-feira;06:00:00;SP;381.0;87.0;SAO PAULO;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Amanhecer;Decrescente;Chuvoso;Múltipla;Reta;Urbano;0;0;1;1
14645;588923;2024-03-22;sexta-feira;06:50:00;SP;116.0;206.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Múltipla;Reta;Urbano;0;0;1;0
14663;588943;2024-03-22;sexta-feira;07:55:00;SP;116.0;285.0;EMBU DAS ARTES;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;Reta;Urbano;0;0;2;0
14665;588945;2024-03-22;sexta-feira;07:40:00;SP;488.0;1.0;APARECIDA;Reação tardia ou ineficiente do condutor;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Urbano;0;0;2;1
14686;588971;2024-03-22;sexta-feira;09:31:00;SP;381.0;37.0;ATIBAIA;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;Reta;Rural;1;0;2;0
14692;588983;2024-03-22;sexta-feira;10:35:00;SP;381.0;69.0;MAIRIPORA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;Curva;Rural;0;0;1;0
14694;588985;2024-03-22;sexta-feira;09:20:00;SP;116.0;157.0;SAO JOSE DOS CAMPOS;Chuva;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;Reta;Urbano;0;0;1;0
14695;588986;2024-03-22;sexta-feira;11:10:00;SP;116.0;226.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Múltipla;Reta;Urbano;0;0;2;0
14696;588987;2024-03-22;sexta-feira;11:25:00;SP;381.0;69.0;MAIRIPORA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Dupla;"Reta;Aclive";Rural;0;0;2;0
14700;588991;2024-03-22;sexta-feira;08:30:00;SP;116.0;511.0;CAJATI;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Simples;"Curva;Aclive";Rural;0;0;1;0
14703;588994;2024-03-22;sexta-feira;04:10:00;SP;116.0;545.0;BARRA DO TURVO;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Chuvoso;Simples;"Curva;Declive";Rural;1;0;1;0
14720;589015;2024-03-22;sexta-feira;13:50:00;SP;116.0;137.0;SAO JOSE DOS CAMPOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Dupla;Reta;Urbano;0;0;2;0
14741;589038;2024-03-22;sexta-feira;16:45:00;SP;116.0;279.0;EMBU DAS ARTES;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Dupla;"Interseção de Vias;Declive;Curva";Urbano;2;0;2;0
14751;589048;2024-03-22;sexta-feira;12:20:00;SP;116.0;223.0;GUARULHOS;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Múltipla;Reta;Rural;0;0;1;0
14760;589057;2024-03-22;sexta-feira;18:10:00;SP;116.0;224.0;GUARULHOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Chuvoso;Múltipla;"Reta;Interseção de Vias";Urbano;0;0;2;0
14775;589077;2024-03-22;sexta-feira;18:15:00;SP;116.0;223.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Chuvoso;Múltipla;Reta;Urbano;0;0;2;0
14782;589086;2024-03-22;sexta-feira;18:20:00;SP;116.0;225.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Não Informado;Múltipla;Reta;Urbano;0;0;3;0
14786;589091;2024-03-22;sexta-feira;19:40:00;SP;116.0;56.0;LORENA;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Chuvoso;Dupla;Reta;Rural;0;0;2;0
14806;589113;2024-03-22;sexta-feira;21:20:00;SP;116.0;283.0;EMBU DAS ARTES;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Chuvoso;Dupla;Reta;Rural;1;0;3;0
14817;589125;2024-03-22;sexta-feira;22:50:00;SP;116.0;222.0;GUARULHOS;Ingestão de álcool pelo condutor;Colisão traseira;Sem Vítimas;Plena Noite;Decrescente;Vento;Múltipla;Reta;Urbano;0;0;2;0
14831;589139;2024-03-22;sexta-feira;23:30:00;SP;116.0;90.0;PINDAMONHANGABA;Ausência de reação do condutor;Incêndio;Sem Vítimas;Plena Noite;Decrescente;Chuvoso;Dupla;Reta;Rural;0;0;1;0
14833;589141;2024-03-23;sábado;02:00:00;SP;381.0;61.3;MAIRIPORA;Reação tardia ou ineficiente do condutor;Capotamento;Sem Vítimas;Plena Noite;Crescente;Ensolarado;Dupla;Curva;Rural;0;0;1;0
14844;589152;2024-03-23;sábado;06:00:00;SP;153.0;174.0;GUAICARA;Acumulo de areia ou detritos sobre o pavimento;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Rotatória;Urbano;0;0;1;0
14869;589180;2024-03-23;sábado;07:45:00;SP;381.0;89.0;SAO PAULO;Chuva;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Múltipla;Em Obras;Urbano;0;0;1;0
14885;589198;2024-03-23;sábado;10:15:00;SP;381.0;44.3;ATIBAIA;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;Reta;Urbano;1;0;1;0
14909;589224;2024-03-23;sábado;13:00:00;SP;153.0;95.5;JACI;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;"Em Obras;Declive";Rural;0;0;1;0
14927;589244;2024-03-23;sábado;15:00:00;SP;381.0;86.0;SAO PAULO;Chuva;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Múltipla;Curva;Rural;0;0;2;0
14943;589261;2024-03-23;sábado;15:00:00;SP;153.0;287.0;OCAUCU;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Curva;Rural;0;0;2;0
14951;589269;2024-03-23;sábado;17:20:00;SP;116.0;83.4;ROSEIRA;Pista Escorregadia;Colisão com objeto;Com Vítimas Feridas;Anoitecer;Crescente;Chuvoso;Dupla;Reta;Rural;4;0;1;0
14952;589270;2024-03-23;sábado;16:50:00;SP;116.0;316.0;JUQUITIBA;Pista Escorregadia;Capotamento;Com Vítimas Feridas;Anoitecer;Decrescente;Chuvoso;Dupla;Reta;Urbano;1;0;1;0
15000;589320;2024-03-23;sábado;19:30:00;SP;101.0;49.0;UBATUBA;Transitar na contramão;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Chuvoso;Simples;Rotatória;Urbano;0;0;3;0
